timestamp,node_id,cpu_pct,memory_pct,network_latency_ms,disk_io_mbps,error_rate,avg_response_time_ms,pod_restarts,cpu_throttling,failure
2023-01-13 16:05:00,node94,78.80418347370178,77.33758477206177,17.106165384928616,63.90336031553022,0.2879492485631253,32.593950917969664,2,35.52866819536878,0
2023-01-21 16:40:00,node78,48.350444362146085,74.65179840087035,16.366961970983905,22.59089700567878,0.0261009897203594,23.7799311282676,3,17.831570820733802,0
2023-01-15 11:40:00,node91,35.66474575303175,61.64156588674417,9.388558888080516,51.00210384538532,0.0100826483162898,11.49207496148948,0,17.9768090155803,0
2023-01-13 13:35:00,node76,72.26456219804814,59.456150203884455,11.694886286633023,55.12424116877751,0.1811569561343178,25.182726023703573,2,33.054401187511104,0
2023-01-03 18:00:00,node38,58.17246190413606,43.011148666066944,6.685955407640194,22.21890441994211,0.0717950119581926,13.391536679009445,2,12.801441207573015,0
2023-02-03 13:10:00,node71,90.48659942519264,93.62424739889006,72.6302388823137,81.29602120417627,0.5425557631169509,58.13147123508534,10,77.76823996625188,1
2023-01-09 07:50:00,node26,46.326901371209914,64.52430383822359,18.173244654113045,62.99619457228239,0.1500669318738519,11.064773849257827,2,34.07707991801327,0
2023-01-26 19:45:00,node37,58.61052326847136,70.9018729004836,18.032208812576,34.016380131750225,0.1646329773808435,16.878454631366665,0,15.388548177099052,0
2023-01-29 19:00:00,node54,40.69216370304322,67.90439303173738,11.761420596412012,25.84620536097994,0.0858838415952105,11.431925861175726,1,14.579984955569978,0
2023-01-24 15:05:00,node29,74.47119332374103,80.52942422827026,15.814220817300484,69.50692797044448,0.176229753331901,32.62878211160039,2,31.899764622638127,0
2023-01-21 08:05:00,node12,32.360467715573826,76.96035690390795,16.8771624574548,24.61991606922153,0.1964584365722399,31.099992435674903,1,32.15904995547713,0
2023-02-03 08:25:00,node66,93.711598487652,96.60890242576636,66.25690377805824,95.6292917611844,0.6849542647493104,58.1137887016489,8,75.0462049971456,1
2023-01-24 03:45:00,node55,33.87205043283912,47.0860266320548,7.238397223297446,62.25650318749178,0.1775574407691157,20.282148229119,2,29.666124525464063,0
2023-01-18 14:40:00,node85,36.34739243079618,67.97961498388705,17.325232338828528,22.8834871906856,0.0352943937927488,12.254345589551146,3,6.4087790996753355,0
2023-01-31 19:50:00,node63,41.71021662306258,70.9009548760242,9.980737494319598,51.03577315495783,0.1955926050267795,30.415967266809172,3,31.201263302250577,0
2023-01-31 19:55:00,node71,56.89361154086865,51.22559327998498,7.258377979333749,42.66688943959724,0.0348537355571784,32.76809947454254,0,18.274407138289217,0
